Unnamed: 0,title,genres
9149,esther waters,"{'romance', 'literary-fiction', 'classics', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'college'}"
9150,east and west,"{'history', 'religion', 'modern', 'philosophy', 'fiction', 'non-fiction', 'economics', 'historical'}"
9151,ethics,"{'history', 'classics', 'religion', 'psychology', 'philosophy', 'fiction', 'politics', '20th-century', 'literature', 'science', 'non-fiction', 'unfinished', 'theology'}"
9152,early european history,{'history'}
9153,the evolution of man scientifically disproved,"{'education', 'spirituality', 'science', 'history'}"
9154,the englishwoman in america,"{'history', 'biography', 'sociology', 'classics', 'travel', 'novels', 'amazon', 'fiction', 'comedy', 'historical-fiction', 'memoir', 'non-fiction', 'american', 'historical'}"
9155,excursions,"{'adventure', 'science-fiction', 'fantasy', 'novels', 'fiction', 'historical-fiction', 'young-adult', 'historical', 'humor'}"
9156,in exile and other stories,"{'short-stories', 'fiction'}"
9157,through the eye of the needle,"{'20th-century', 'history'}"
9158,adventures of jimmie dale,"{'romance', 'adventure', 'crime', 'history', 'mystery', 'classics', 'historical-romance', 'fiction', 'historical-fiction', '20th-century'}"
9159,fanshawe,"{'romance', 'literary-fiction', 'adventure', 'classics', 'novella', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'realistic-fiction', 'american'}"
9160,fan,"{'contemporary', 'romance', 'teen', 'family', 'chick-lit', 'novels', 'realistic-fiction', 'fiction', 'college', 'adult-fiction', 'young-adult', 'contemporary-romance', 'love', 'coming-of-age', 'new-adult', 'humor'}"
9161,the far horizon,"{'adventure', 'science-fiction', 'paranormal', 'fantasy', 'childrens'}"
9162,france and england in north america a series of historical narratives part third,"{'romance', 'american', 'history', 'classics'}"
9163,the fables of la fontaine,"{'romance', 'mythology', 'theology', 'art', 'animals', 'reference', 'fantasy', 'novels', 'literature', 'fiction', 'philosophy', '20th-century', 'childrens', 'school', 'read-for-school', 'classics', 'short-stories', 'young-adult', 'poetry'}"
9164,first footsteps in east africa,"{'adventure', 'history', 'biography', 'classics', 'travel', 'literature', 'fiction', 'memoir', 'non-fiction', 'read-for-school', 'historical'}"
9165,flying for france,{'history'}
9166,fragments of ancient poetry,"{'classics', 'fiction', 'non-fiction', 'read-for-school', 'poetry'}"
9167,mademoiselle fifi,"{'romance', 'history', 'writing', 'classics', 'religion', 'art', 'literature', 'short-stories', 'fiction', '20th-century', 'economics', 'unfinished', 'business'}"
9168,domestic pleasures,"{'romance', 'chick-lit', 'literature', 'fiction', 'drama'}"
9169,ritchies fabulae faciles,"{'classics', 'reference', 'mythology', 'literature', 'fiction', 'school'}"
9170,les fleurs du mal,"{'romance', 'classics', 'novels', 'literature', 'fiction', 'unfinished', '20th-century', 'philosophy', 'school', 'non-fiction', 'read-for-school', 'poetry', 'college', 'art'}"
9171,the four faces,"{'mystery-thriller', 'literature', 'fiction', 'memoir', 'non-fiction', 'new-adult'}"
9172,fra bartolommeo,{'classics'}
9173,the spirit of st francis de sales,"{'classics', 'christian', 'spirituality', 'biography'}"
9174,die ahnfrau,"{'romance', 'mystery', 'classics', 'literature', 'drama', 'poetry', 'plays'}"
9175,a foregone conclusion,"{'classics', 'novels', 'literature', 'fiction', '20th-century', 'american'}"
9176,freeland,"{'contemporary', 'fiction', 'novels'}"
9177,forest  frontiers,"{'science', 'reference'}"
9178,der freigeist,"{'drama', 'plays'}"
9179,the frogs,"{'classics', 'mythology', 'literature', 'fiction', 'comedy', 'read-for-school', 'philosophy', 'school', 'drama', 'poetry', 'plays', 'college', 'humor'}"
9180,the eve of the french revolution,"{'romance', '20th-century', 'history'}"
9181,the forest lovers,"{'romance', 'literary-fiction', 'classics', 'fiction', 'historical-fiction'}"
9182,fortitude,"{'history', 'biography', 'fiction', 'war', 'non-fiction', 'historical', 'college'}"
9183,die verschwoerung des fiesco zu genua,"{'literary-fiction', 'classics', 'literature', 'drama', 'plays'}"
9184,fountains in the sand,"{'classics', '20th-century', 'travel'}"
9185,fasti,"{'history', 'roman', 'classics', 'religion', 'historical-romance', 'mythology', 'literature', 'fiction', 'philosophy', 'poetry'}"
9186,fritiofs saga,"{'classics', 'mythology', 'literature', 'fiction', 'historical-fiction', 'poetry', 'historical'}"
9187,a girl among the anarchists,"{'literary-fiction', 'history', 'feminism', 'biography', 'classics', 'fiction', 'politics', 'historical-fiction'}"
9188,glimpses of bengal,"{'history', 'classics', 'literature', 'fiction', 'non-fiction'}"
9189,die geburt der tragoedie,"{'history', 'drama', 'classics', 'religion', 'psychology', 'mythology', 'philosophy', 'fiction', 'literature', '20th-century', 'essays', 'politics', 'music', 'non-fiction', 'unfinished', 'school', 'college', 'art'}"
9190,gedichte,"{'romance', 'roman', 'classics', 'novels', '20th-century', 'read-for-school', 'poetry'}"
9191,the gray dawn,"{'classics', 'literary-fiction', 'historical-fiction', 'fiction'}"
9192,the gentleman,"{'romance', 'adventure', 'literary-fiction', 'history', 'historical-fiction', 'comedy', 'historical', 'contemporary', '21st-century', 'horror', 'mystery', 'fantasy', 'novels', 'fiction', '20th-century', 'adult', 'humor', 'paranormal', 'adult-fiction', 'action', 'supernatural'}"
9193,observations geologiques,"{'adventure', 'history', 'science-fiction', 'reference', 'travel', 'amazon', 'philosophy', 'science', 'memoir', 'non-fiction', 'unfinished', 'theology'}"
9194,germinal,"{'romance', 'literary-fiction', 'history', 'roman', 'classics', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'politics', 'school', 'drama', 'historical'}"
9195,a general history,"{'essays', 'non-fiction'}"
9196,the ghost kings,"{'adventure', 'literary-fiction', 'classics', 'science-fiction', 'fantasy', 'novels', 'fiction', 'read-for-school', 'historical-fiction', 'unfinished'}"
9197,glimpses of an unfamiliar japan,"{'horror', 'history', 'sociology', 'classics', 'travel', 'fiction', 'historical-fiction', '20th-century', 'essays', 'memoir', 'non-fiction', 'historical'}"
9198,the glory of the trenches,"{'history', 'classics', 'war', 'memoir', 'historical'}"
9199,a book of german lyrics,"{'picture-books', 'reference'}"
9200,two trips to gorilla land and the cataracts of the congo,"{'adventure', 'history', 'biography', 'classics', 'travel', 'fiction', 'memoir'}"
9201,ghosts i have met and some others,"{'horror', 'classics', 'supernatural', 'fantasy', 'paranormal', 'mystery-thriller', 'fiction', 'short-stories', '20th-century', 'comedy', 'historical-fiction', 'american', 'humor'}"
9202,georgian poetry ,"{'literature', 'poetry'}"
9203,the gods of pegana,"{'horror', 'classics', 'religion', 'novella', 'science-fiction', 'fantasy', 'mythology', 'novels', 'short-stories', 'fiction', '20th-century', 'literature', 'speculative-fiction', 'poetry'}"
9204,li romanz de lestoire dou graal,"{'romance', 'middle-grade', 'history', 'classics', 'mythology', 'literature', 'fiction', 'novels', 'non-fiction', 'poetry'}"
9205,the old gray homestead,"{'romance', 'history', 'writing', 'classics', 'family', 'fiction', 'historical-fiction', 'non-fiction', 'american'}"
9206,girls aiding the red cross,{'short-stories'}
9207,the green satin gown,"{'classics', 'fiction'}"
9208,the great secret ,"{'adventure', 'science-fiction', 'fantasy', 'fiction', 'speculative-fiction', 'theology', 'american'}"
9209,die irrungen,"{'romance', 'classics', 'literature', 'fiction', 'comedy', '20th-century', 'read-for-school', 'historical-fiction', 'school', 'adult', 'drama', 'poetry', 'plays', 'college', 'humor'}"
9210,konigs richard des zweyten,"{'adult-fiction', 'literary-fiction', 'history', 'historical', 'classics', 'literature', 'fiction', 'historical-fiction', '20th-century', 'read-for-school', 'politics', 'school', 'adult', 'drama', 'poetry', 'war', 'plays', 'college'}"
9211,romeo und julia,"{'romance', 'historical-fiction', 'love', 'historical', 'high-school', 'novels', 'literature', 'fiction', '20th-century', 'school', 'adult', 'read-for-school', 'classics', 'historical-romance', 'adult-fiction', 'young-adult', 'plays', 'drama', 'poetry'}"
9212,ein st johannis nachtstraum,"{'romance', 'literary-fiction', 'mythology', 'comedy', 'historical-fiction', 'historical', 'college', 'high-school', 'fantasy', 'literature', 'fiction', '20th-century', 'school', 'adult', 'read-for-school', 'humor', 'classics', 'adult-fiction', 'plays', 'drama', 'magic', 'poetry'}"
9213,der kaufmann von venedig,"{'romance', 'historical-fiction', 'comedy', 'historical', 'college', 'high-school', 'novels', 'literature', 'fiction', '20th-century', 'school', 'adult', 'read-for-school', 'humor', 'classics', 'adult-fiction', 'plays', 'drama', 'poetry'}"
9214,koenig heinrich dem vierten erste,"{'history', 'historical', 'classics', 'literature', 'fiction', 'historical-fiction', 'read-for-school', '20th-century', 'war', 'school', 'adult', 'drama', 'poetry', 'plays', 'college'}"
9215,wie es euch gefallt,"{'romance', 'historical', 'classics', 'high-school', 'literature', 'fiction', 'comedy', 'read-for-school', '20th-century', 'historical-fiction', 'school', 'adult', 'drama', 'poetry', 'adult-fiction', 'plays', 'college', 'humor'}"
9216,hamlet prinz von dannemark,"{'historical', 'classics', 'high-school', 'novels', 'literature', 'fiction', 'read-for-school', 'historical-fiction', '20th-century', 'adult-fiction', 'school', 'adult', 'drama', 'poetry', 'plays', 'college'}"
9217,was ihr wollt,"{'romance', 'comedy', 'historical-fiction', 'historical', 'college', 'high-school', 'fantasy', 'literature', 'fiction', '20th-century', 'school', 'adult', 'read-for-school', 'humor', 'classics', 'adult-fiction', 'plays', 'drama', 'poetry'}"
9218,der sturm,"{'romance', 'comedy', 'historical-fiction', 'historical', 'college', 'high-school', 'fantasy', 'literature', 'fiction', '20th-century', 'school', 'adult', 'read-for-school', 'classics', 'adult-fiction', 'plays', 'drama', 'magic', 'poetry', 'supernatural'}"
9219,der gastfreund,"{'literature', 'drama'}"
9220,england under the tudors,"{'history', 'biography', 'reference', 'fiction', 'politics', 'war', '20th-century', 'non-fiction', 'historical'}"
9221,the great god success,"{'literature', 'fiction'}"
9222,gotzendammerung,"{'classics', 'religion', 'psychology', 'philosophy', 'fiction', 'literature', '20th-century', 'essays', 'read-for-school', 'school', 'non-fiction', 'unfinished', 'college'}"
9223,das haidedorf,"{'classics', 'short-stories'}"
9224,helbeck of bannisdale vol i,"{'classics', '20th-century', 'drama'}"
9225,helbeck of bannisdale vol ii,"{'classics', '20th-century', 'drama'}"
9226,the habitant and others,"{'literature', 'poetry', 'theology'}"
9227,history of california,"{'fiction', 'history'}"
9228,the true story of my life,"{'christian', 'history', 'biography', 'writing', 'classics', 'travel', 'fiction', 'historical-fiction', '20th-century', 'childrens', 'memoir', 'young-adult', 'non-fiction', 'spirituality'}"
9229,a halfcentury of conflict,"{'fiction', 'historical-fiction', 'history', 'non-fiction'}"
9230,history of civil society,"{'history', 'sociology', 'philosophy', 'fiction', 'politics', 'essays', 'non-fiction', 'economics'}"
9231,holidays in eastern france,{'non-fiction'}
9232,helen,"{'romance', 'adventure', 'history', 'biography', 'classics', 'historical-romance', 'fantasy', 'mythology', 'novels', 'fiction', 'historical-fiction', 'war', 'adult-fiction', 'literature', 'adult', 'non-fiction', 'unfinished', 'historical'}"
9233,history of england ,"{'history', 'biography', 'classics', 'literature', 'fiction', 'historical-fiction', 'short-stories', '20th-century', 'comedy', 'adult', 'non-fiction', 'politics', 'young-adult', 'historical', 'humor'}"
9234,hereward the last of the english,"{'literary-fiction', 'history', 'mystery', 'classics', 'action', 'literature', 'fiction', 'historical-fiction', 'childrens', 'school', 'non-fiction', 'historical'}"
9235,history of the french revolution from  to ,"{'romance', 'history', 'travel', 'fiction', 'politics'}"
9236,heidi vol ,"{'adventure', 'middle-grade', 'christian', 'history', 'classics', 'family', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'childrens', 'young-adult', 'historical'}"
9237,the highwayman,"{'romance', 'adventure', 'history', 'teen', 'historical-fiction', 'love', 'historical', 'art', 'horror', 'literature', 'fiction', 'graphic-novels', '20th-century', 'childrens', 'school', 'read-for-school', 'unfinished', 'crime', 'classics', 'paranormal', 'short-stories', 'young-adult', 'picture-books', 'death', 'poetry'}"
9238,principal navigation,{'adventure'}
9239,the principal navigations voyages traffiques and discoveries of the english nation v ,{'adventure'}
9240,helden,"{'adventure', 'science-fiction', 'comics', 'fantasy', 'novels', 'art', 'fiction', 'comedy', 'graphic-novels', 'young-adult', 'adult', 'speculative-fiction', 'magic', 'urban-fantasy', 'humor'}"
9241,hung lou meng book i,"{'romance', 'classics', 'historical-romance', 'novels', 'fiction', 'unfinished'}"
9242,the history of mr polly,"{'classics', 'science-fiction', 'modern', 'novels', 'literature', 'fiction', 'comedy', '20th-century', 'unfinished', 'historical', 'humor'}"
9243,the honor of the big snows,"{'literary-fiction', 'classics', 'historical-fiction', 'non-fiction', 'spirituality'}"
9244,handel,"{'romance', 'bdsm', 'erotica'}"
9245,hunger,"{'literary-fiction', 'roman', 'mystery', 'classics', 'modern', 'psychology', 'novels', 'literature', 'fiction', 'philosophy', '20th-century', 'thriller', 'historical-fiction', 'adult', 'non-fiction', 'drama', 'dark'}"
9246,hauntings,"{'literary-fiction', 'suspense', 'horror', 'mystery', 'fantasy', 'novels', 'mystery-thriller', 'fiction', 'literature', '20th-century', 'adult', 'american', 'classics', 'paranormal', 'adult-fiction', 'short-stories', 'dark', 'thriller', 'supernatural'}"
9247,odes and epodes,"{'history', 'roman', 'classics', 'historical-romance', 'mythology', 'literature', 'fiction', 'philosophy', 'non-fiction', 'poetry'}"
9248,helen of the old house,"{'christian', 'classics', 'fiction', 'historical-fiction', 'non-fiction', 'historical'}"
9249,home again,"{'romance', 'contemporary', 'drama', 'roman', 'family', 'chick-lit', 'novels', 'fiction', 'adult-fiction', 'contemporary-romance', 'adult', 'non-fiction', 'unfinished'}"
9250,homer and his age,"{'history', 'biography', 'classics', 'amazon', 'non-fiction'}"
9251,it happened in egypt,"{'adventure', 'classics', 'travel', 'fiction', 'historical-fiction'}"
9252,the history of education,"{'read-for-school', 'education', 'history'}"
9253,historical miniatures,"{'classics', 'fiction', 'novels'}"
9254,history of astronomy,"{'history', 'classics', 'science-fiction', 'reference', 'philosophy', 'science', 'non-fiction', 'historical'}"
